street_id,name,city_id
101,"Б. Окружная 4-я ул.",0
102,"Б. Окружная 1-я ул.",0
103,"Большевистский пер.",0
104,"Большой пер.",0
105,"Бородинская ул.",0
106,"Ботаническая ул.",0
107,"Боткина ул.",0
108,"Боцманская ул.",0
109,"Брамса ул.",0
110,"Братская ул.",0
111,"Бригадная ул.",0
112,"Броненосная ул.",0
113,"Броненосный пер.",0
114,"Бронницкая ул.",0
116,"Брусничная ул.",0
117,"Брянская ул.",0
118,"Букетная ул.",0
119,"Букетный пер.",0
120,"Бумажная ул.",0
121,"В. Высоцкого ул.",0
122,"В. Гюго ул.",0
123,"В. Дубинина ул.",0
124,"В. Котика ул.",0
126,"В. Талалихина ул.",0
127,"В. Фермора ул.",0
128,"Вагнера ул.",0
129,"Вагоностроительная ул.",0
130,"Валдайская ул.",0
134,"Васильковая ул.",0
135,"Васнецова ул.",0
136,"Ватутина ул.",0
137,"Велижская ул.",0
138,"Великолукская ул.",0
139,"Величавая ул.",0
140,"Велосипедная дорога ул.",0
141,"Венский пер.",0
142,"Вербная ул.",0
143,"Вересковая ул.",0
144,"Верещагина ул.",0
145,"Вернадского ул.",0
146,"Верхнеозерная ул.",0
147,"Верхние поля ул.",0
148,"Весенняя ул.",0
149,"Ветеранов наб.",0
150,"Взводная ул.",0
152,"Вишневая ул.",0
153,"Владивостокская ул.",0
154,"Владимирская ул.",0
155,"Водная ул.",0
156,"Воздушная ул.",0
157,"Воздушный пер.",0
158,"Вознесенская ул.",0
159,"Возрождения ул.",0
160,"Войнова пер.",0
161,"Войкова ул.",0
162,"Войнич ул.",0
163,"Володарского ул.",0
164,"Волоколамская ул.",0
165,"Волоколамский пер.",0
1006,"9 Апр.еля ул.",0
1007,"1812 года ул.",0
166,"Волочаевская ул.",0
167,"Волховская ул.",0
168,"Воронежская ул.",0
169,"Воскресенская ул.",0
170,"Восточная ул.",0
171,"Восточный пер.",0
